CPF_CNPJ,Razão Social,Nome Fantasia,Porte,N.Colaborador,Dt.Fundação,CEP,UF,Cidade,Bairro,Endereço,Número,Complemento,Latitude,Longitude,Mapa,Email,Telefone,Celular,Comercial,Fax,Cód de Natureza Juridica,CNAE,Setor,Atividade,Total Clientes,Total Part./Contatos,Total Realizações,Total Horas de Consultoria,Situação no ICMS,Data de Cancelamento no ICMS
879770000156,R.CAVICHIOLLI CONS.ASSES.E PLANEJ.DE INFORMATICA LTDA,ROCA CONSULTORIA,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",5,10/1995,81070150,PR,CURITIBA,PORTÃO,RUA ITACOLOMI,1998,-,-,-,-,rogerio@duecon-ega.com.br,0,-,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
4671240000179,FONSACA PROJETOS MECANICOS LTDA,FONSACA PROJETOS MECANICOS LTDA,MICRO - ATÉ R$360 MIL/ANO,1,07/2001,81560280,PR,CURITIBA,UBERABA,RUA AGOSTINHO ANGELO TREVISAN,194,-,-,-,-,rogerio@fonsaca.com.br,0,-,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
4613409000134,WSUL SERVICOS LTDA,WSUL SERVICOS LTDA,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",4,08/2001,82020000,PR,CURITIBA,SANTA FELICIDADE,AV MANOEL RIBAS,6080,- SALA 06,-,-,-,rogerio@wsul.srv.br,4133721937,-,4133721937,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,1,0,Registro Não Encontrado,
4016791000107,R.AUST - CONSULTORIA E INFORMATICA LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,08/2000,82510290,PR,CURITIBA,BACACHERI,RUA CANADA,2268,- BLOCO B 01 APTO 12,-,-,-,rogerioaust@gvtele.com.br,4133567287,-,4133567287,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
17488873000198,AMBE ENGINEERING DO BRASIL LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,12/2012,81200200,PR,CURITIBA,MOSSUNGUÊ,RUA GRA NICCO,113,-,"-25,4367514","-49,3292954","Ver Mapa<url>https://www.google.com/maps?q=-25.4367514,-49.3292954",rohamann@terra.com.br,4192069069,4192069069,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
6772094000101,ROMULO MENDES DE ARAUJO,SOURCE CONSULT,MICRO - ATÉ R$360 MIL/ANO,0,07/2004,81200100,PR,CURITIBA,MOSSUNGUÊ,RUA PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA,1100,AP 604,"-25,4366045","-49,3198572","Ver Mapa<url>https://www.google.com/maps?q=-25.4366045,-49.3198572",romulo.araujo@bol.com.br,4133405908,-,4133405908,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
21867797000107,PAULO ROBERTO RORATO CONSULTORIA,-,MICRO - ATÉ R$360 MIL/ANO,0,02/2015,82320390,PR,CURITIBA,BUTIATUVINHA,RUA ACELINO GRANDE,110,CS 6,"-25,408297","-49,342818","Ver Mapa<url>https://www.google.com/maps?q=-25.408297,-49.342818",rorato57@gmail.com,4133727878,-,4133727878,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
2588155000116,BENITES & TONIETTO LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",5,06/1998,80030240,PR,CURITIBA,ALTO DA GLÓRIA,RUA AUGUSTO SEVERO,917,- AP 206,-,-,-,rosa.mari@terra.com.br,4132480568,-,4132480568,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
4167924000138,L OLIVEIRAS INFORMATICA LTDA,L OLIVEIRAS SERVCOS DE DIGITACAO LTDA - ME,MICRO - ATÉ R$360 MIL/ANO,3,11/2000,83414030,PR,COLOMBO,CENTRO,RUA PREFEITO JOAO AGRIPINO TOSIN,283,-,-,-,-,rosana.l.oliveira@hsbc.com.br,4133355442,-,4133355442,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
64943665001355,ATOS BRASIL LTDA.,ATOS,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",154,12/2012,86070545,PR,LONDRINA,JARDIM SHANGRI-LA A,AVENIDA TIRADENTES,1595,TERREOPARTE A PAVMTO 1 PARTE A,"-23,2994149","-51,191738","Ver Mapa<url>https://www.google.com/maps?q=-23.2994149,-51.191738",rosana.silva@atos.net,4333158300,-,4333158300,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
5644727000125,ROSANGELA ALVES PEREIRA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",3,05/2003,83800000,PR,MANDIRITUBA,-,AV BRASIL,S N,-,-,-,-,rosangelaalper@yahoo.com.br,4132263568,-,4132263568,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
2688664000110,R.A . QUEIROZ & CIA LTDA,STAR SERVICOS DE INFORMATICA,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",5,08/1998,82930050,PR,CURITIBA,CAJURU,RUA NITEROI,1065,-,-,-,-,rosani_queiroz@yahoo.com.br,0,-,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
14498134000199,MRVE CONSULTORIA EM INFORMATICA LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,10/2011,87660000,PR,PARANACITY,SEM BAIRRO,04 DE DEZEMBRO,1374,-,"-22,9278645","-52,1532881","Ver Mapa<url>https://www.google.com/maps?q=-22.9278645,-52.1532881",rosilenecano@bol.com.br,4434631638,-,4434631638,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
23318372000166,GJ CONSULTORIA EMPRESARIAL LTDA,-,MICRO - ATÉ R$360 MIL/ANO,1,09/2015,81320000,PR,CURITIBA,FAZENDINHA,RUA CARLOS KLEMTZ,1410,AP 6,"-25,4771382","-49,3246744","Ver Mapa<url>https://www.google.com/maps?q=-25.4771382,-49.3246744",rosnijr@hotmail.com,1186060276,1186060276,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
5535099000140,TWISTER CONSULTORIA EM INFORMATICA LTDA,TWISTER CONSULTORIA EM INFORMATICA LTDA,MICRO - ATÉ R$360 MIL/ANO,1,02/2003,82510300,PR,CURITIBA,BOA VISTA,RUA JOVINO DO ROSARIO,639,-,"-25,3957959","-49,2443523","Ver Mapa<url>https://www.google.com/maps?q=-25.3957959,-49.2443523",rossano18@gmail.com,4130795118,-,4130795118,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,3,1,0,Registro Não Encontrado,
7131897000131,ROMAI CONSULTORIA EMPRESARIAL LTDA,ROMAI,MICRO - ATÉ R$360 MIL/ANO,0,11/2004,81830320,PR,CURITIBA,XAXIM,RUA AYRTON PIZZATTO GUSI,89,-,"-25,524577","-49,255259","Ver Mapa<url>https://www.google.com/maps?q=-25.524577,-49.255259",rozy_weber@hotmail.com,4196335077,4196335077,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,3,0,0,Registro Não Encontrado,
5161404000180,RONIN CONSULTORIA E DESENVOLVIMENTO DE SOFTWARE LTDA,RONIN,MICRO - ATÉ R$360 MIL/ANO,0,07/2002,83324010,PR,PINHAIS,CENTRO,RUA SALGADO FILHO,2100,- APTO 43 BLOCO A 8,-,-,-,rrmetzger@gmail.com,0,-,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
24678585000161,RAFAEL RICARDO RUARO,R3 CONSULTORIA,MICRO - ATÉ R$360 MIL/ANO,1,04/2016,80330000,PR,CURITIBA,PORTÃO,RUA CARLOS DIETZSCH,334,AP 31,"-25,4719582","-49,2977852","Ver Mapa<url>https://www.google.com/maps?q=-25.4719582,-49.2977852",rruaro@gmail.com,4199856340,4199856340,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
23480808000119,M.M.BABIAK - PUBLICIDADE,LINHA URBANA,MICRO - ATÉ R$360 MIL/ANO,3,10/2015,81540330,PR,CURITIBA,JARDIM DAS AMÉRICAS,RUA ANDRE PETRELLI,194,CS 1,"-25,4652702","-49,2262207","Ver Mapa<url>https://www.google.com/maps?q=-25.4652702,-49.2262207",rsborconta@ig.com.br,4196132898,4196132898,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
3878765000117,DE MASI INFORMATICA LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,06/2000,83321080,PR,PINHAIS,VARGEM GRANDE,RUA PASTEUR,719,- TERREO,-,-,-,rseberao@hotmail.com,4132622571,-,4132622571,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
3172929000196,TREAT ENGENHARIA E SISTEMAS S/C LTDA,-,MICRO - ATÉ R$360 MIL/ANO,6,04/1999,81030020,PR,CURITIBA,FANNY,RUA MAJOR VICENTE DE CASTRO,360,-,-,-,-,rubensnazar@gmail.com,4132233652,-,4132233652,-,224-0,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
4859257000154,NELLER ASSESSORIA E CONSULTORIA EM INFORMATICA LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,01/2002,83800000,PR,MANDIRITUBA,-,AL AUGUSTO DISSENHA,26,-,-,-,-,rudolf.neller@gamil.com,4133298629,-,4133298629,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
2106519000184,R P M INFORMATICA E CONSULTORIA EMPRESARIAL LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,09/1997,80240000,PR,CURITIBA,BATEL,AVENIDA SETE DE SETEMBRO,4881,15 AND CJ 152,-,-,-,ruwer@infoliderbrasil.com.br,4132421285,41999617670,4132421285,4132422516,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,4,0,0,Registro Não Encontrado,
32954189000148,RENATO VILLAS-BOAS MEDEIROS CONSULTORIA EM TECNOLOGIA DA INFORMACAO,B2E IT CONSULTING,MICRO - ATÉ R$360 MIL/ANO,0,03/2019,81050080,PR,CURITIBA,NOVO MUNDO,RUA VISCONDE DO SERRO FRIO,46,- APT 1083 ANDAR 10 COND NOVO MUNDO CD BLOCO NOVO MUNDO BL 01 S,"-25,486241","-49,294938","Ver Mapa<url>https://www.google.com/maps?q=-25.486241,-49.294938",rvbmedeiros@gmail.com,41997750511,-,41997750511,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
10752176000153,RV.SCHAFFER CONSULTORIA EM INFORMATICA LTDA,RV.SCHAFFER CONSULTORIA EM INFORMATICA LTDA,MICRO - ATÉ R$360 MIL/ANO,1,04/2009,81530310,PR,CURITIBA,JARDIM DAS AMÉRICAS,RUA HEITOR DE ANDRADE,626,-,"-25,4598817","-49,2300415","Ver Mapa<url>https://www.google.com/maps?q=-25.4598817,-49.2300415",rvschaffer@gmail.com,4130422229,-,4130422229,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
2234077000151,RASTEREX INTERNATIONAL DO BRASIL INFORMATICA LTDA,-,MICRO - ATÉ R$360 MIL/ANO,0,11/1997,83420000,PR,QUATRO BARRAS,SEM BAIRRO,R S SEBASTIÃO,58,-,"-25,368473","-49,0753001","Ver Mapa<url>https://www.google.com/maps?q=-25.368473,-49.0753001",s.hls@hotmail.com,4133533683,-,4133533683,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Cancelado,200602
3909830000124,GIANISELLA ASSESSORIA E CONSULTORIA EM INFORMATICA LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,07/2000,83800000,PR,MANDIRITUBA,-,AL AUGUSTO DISSENHA,26,-,-,-,-,s_gianisella@hotmail.com,4133298629,-,4133298629,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
24252840000100,THINKCON CONSULTORIA EM PROCESSOS E SERVICOS DE TI LTDA,THINKCON,MICRO - ATÉ R$360 MIL/ANO,1,02/2016,80050370,PR,CURITIBA,CRISTO REI,AVENIDA PRESIDENTE AFFONSO CAMARGO,849,LJ 12,"-25,4351235","-49,2515182","Ver Mapa<url>https://www.google.com/maps?q=-25.4351235,-49.2515182",sabrinadaminato@gmail.com,4130193393,-,4130193393,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
10975112000111,IT4RENTAL TECNOLOGIA E SERVICOS S/A,IT4RENTAL TECNOLOGIA E SERVICOS S/A,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",1,06/2009,80610260,PR,CURITIBA,PORTÃO,AVENIDA REPUBLICA ARGENTINA,2403,-,"-25,4674997","-49,292853","Ver Mapa<url>https://www.google.com/maps?q=-25.4674997,-49.292853",sac@telecorp.com.br,4130264461,-,4130264461,-,205-4,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
4016807000173,SOFTUEL - CONSULTORIA E INFORMATICA LTDA.,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,08/2000,80250020,PR,CURITIBA,CENTRO,RUA LAMENHA LINS,585,- APTO 1101,-,-,-,samuelaugusto@gvtele.com.br,4132229078,-,4132229078,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
82314758000169,NETSTATION MARKETING DIGITAL LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",5,11/1990,81020450,PR,CURITIBA,NOVO MUNDO,RUA DOS ROUXINOIS,84,- CONJ GRALHA AZUL,-,-,-,sandrabonattoitapua@yahoo.com.br,4132475181,-,4132475181,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
3850116000108,WTEC CONSULTORIA E SISTEMAS LTDA,-,MICRO - ATÉ R$360 MIL/ANO,0,06/2000,81910250,PR,CURITIBA,SÍTIO CERCADO,RUA IRMA MARIA FRANCISCA PAOLINO,280,-,-,-,-,sandrakazumi@hotmail.com,4133272709,-,4133272709,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
16861167000187,GERACAO Y SERVICOS DE CONSULTORIA E ASSESSORIA EM INFORMATICA LTDA,-,MICRO - ATÉ R$360 MIL/ANO,0,08/2012,82310380,PR,CURITIBA,ORLEANS,RUA BERNARDINO IATAURO,386,-,"-25,4271111","-49,3572688","Ver Mapa<url>https://www.google.com/maps?q=-25.4271111,-49.3572688",sandralopesandre@yahoo.com.br,41988146267,41988146267,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
21979785000166,CENTRO DE TREINAMENTO SAO MATEUS EIRELI,CENTRO DE TREINAMENTO SAO MATEUS,MICRO - ATÉ R$360 MIL/ANO,0,03/2015,83900000,PR,SÃO MATEUS DO SUL,-,R DONA ESTEFANIA,1657,-,"-25,8639872","-50,3847698","Ver Mapa<url>https://www.google.com/maps?q=-25.8639872,-50.3847698",saomateus@inppr.br,4730585800,-,4730585800,-,230-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
5489238000146,KALLUF DAKKACHE CONSULTORIA EM INFORMATICA LTDA,KALLUF DAKKACHE,MICRO - ATÉ R$360 MIL/ANO,0,01/2003,80430100,PR,CURITIBA,MERCÊS,RUA MARTIM AFONSO,779,- APTO 102,-,-,-,saradakkache@hotmail.com,4132679173,-,4132679173,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
4486934000136,SOLUTIONS CONSULTORIA EM INFORMATICA LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",4,06/2001,81690500,PR,CURITIBA,TATUQUARA,RODOVIA BR-116,23300,-,-,-,-,sauloabreu@uol.com.br,4132262121,-,4132262121,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
86977915000177,SG INFORMATICA LTDA,SG INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,0,01/1994,87050100,PR,MARINGÁ,ZONA 03,RUA SANTOS DUMONT,294,SL 2,"-23,4264039","-51,9162948","Ver Mapa<url>https://www.google.com/maps?q=-23.4264039,-51.9162948",sbe@teracom.com.br,4402269134,-,4402269134,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
5073527000160,FULLWEB LTDA.,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,05/2002,83420000,PR,QUATRO BARRAS,-,R MARIA AUGUSTA AGUIAR TUPA,70,-,-,-,-,scarpim@tksedu.com.br,0,-,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
2597160000195,L R SCHNEIDER-CONSULTORIA EMPRESARIAL S/C LTDA,SCHNEIDER INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,5,06/1998,83820000,PR,FAZENDA RIO GRANDE,-,R RIO COXIM,1404,- ED OUREM SALA 13,-,-,-,schneider.jlle@uol.com.br,4133421535,-,4133421535,-,224-0,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
11023375000193,BUSINESS SOLUTION SISTEMAS DE INFORMATICA LTDA,BUSINESS SOLUTION SISTEMAS DE INFORMATICA LTDA,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",1,07/2009,80060160,PR,CURITIBA,CENTRO,RUA DA PAZ,412,-,"-25,4328261","-49,2571171","Ver Mapa<url>https://www.google.com/maps?q=-25.4328261,-49.2571171",sclw@terra.com.br,4133627747,-,4133627747,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,2,0,Registro Não Encontrado,
3641531000151,SECURESYSTEM CONSULTORIA EM SEGURANCA DE REDES E DESENVOLVIM,INTERCEPT CONSULTORIA E SEGURANCA DE REDES,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,02/2000,81900390,PR,CURITIBA,SÍTIO CERCADO,RUA LONDRINA,970,1 S,"-25,5398842","-49,2850044","Ver Mapa<url>https://www.google.com/maps?q=-25.5398842,-49.2850044",sdfeijo@yahoo.com.br,4132622781,-,4132622781,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
4876943000133,LOGOS INOVA CONSULTORIA EMPRESARIAL LTDA - EPP,LOGOS INOVA CONSULTORIA EMPRESARIAL,"PEQUENO - DE R$360 MIL À R$3,6 MILHÕES/ANO",0,01/2002,87010170,PR,MARINGÁ,VILA EMÍLIA,RUA MINAS GERAIS,126,-,"-23,3435717","-52,0981926","Ver Mapa<url>https://www.google.com/maps?q=-23.3435717,-52.0981926",sebastiao.freitas@logosconsultoria.net.br,4433053521,44999729989,4433053521,-,224-0,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,8,37,0,Registro Não Encontrado,
76259415000146,PROFILES BRASIL CONSULTORIA E PROJETOS DE INFORMATICA LTDA.,PROFILES BRASIL CONSULTORIA E PROJETOS DE INFORMATICA LTDA.,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",1,07/1982,80730000,PR,CURITIBA,BIGORRILHO,RUA PADRE ANCHIETA,2310,-,"-25,4336279","-49,3016824","Ver Mapa<url>https://www.google.com/maps?q=-25.4336279,-49.3016824",secretaria@peasa.com.br,4130290222,-,4130290222,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,3,0,0,Registro Não Encontrado,
126195000110,TRAMA SOFTWARE LTDA,TRAMA SOFTWARES,MICRO - ATÉ R$360 MIL/ANO,3,07/1994,82320020,PR,CURITIBA,SANTA FELICIDADE,RUA CALISTO CUMIN,40,-,"-25,4044691","-49,3331262","Ver Mapa<url>https://www.google.com/maps?q=-25.4044691,-49.3331262",sergio.lobato@insidetv.com.br,4132033173,41996793333,4132033173,-,224-0,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,6,0,Registro Não Encontrado,
1435303000108,LUCIANO A S GERSCHEWESKI ASSESSORIA DE INFORMATICA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",4,09/1996,83800000,PR,MANDIRITUBA,-,PC DO COLONO,26,- SALA 03,-,-,-,sergio_furquim@yahoo.com.br,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
32288303000148,VPS CONSULTORIA DE TECNOLOGIA LTDA,VPS TECH,MICRO - ATÉ R$360 MIL/ANO,0,12/2018,80520560,PR,CURITIBA,BOM RETIRO,RUA CARLOS AUGUSTO CORNELSEN,203,-,"-25,4037843","-49,2734034","Ver Mapa<url>https://www.google.com/maps?q=-25.4037843,-49.2734034",sergiopereirapaiva@gmail.com,41999270057,-,41999270057,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
4463716000186,RSAY - TECNOLOGIA EM COMPUTACAO LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,05/2001,83402000,PR,COLOMBO,ROÇA GRANDE,VIA RODOVIA DA UVA,652,- LOJA 08,-,-,-,sergioyuki@oi.com.br,0,-,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
11097018000170,CURTTI & FANTAUSSI CONSULTORIA EM INFORMATICA LTDA,CURTTI & FANTAUSSI CONSULTORIA EM INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,1,08/2009,80035230,PR,CURITIBA,CABRAL,RUA CORONEL AMAZONAS MARCONDES,1115,BL A 2 AP 502,"-25,399618","-49,2527936","Ver Mapa<url>https://www.google.com/maps?q=-25.399618,-49.2527936",sfantaus@gmail.com,1127152015,4199437258,1127152015,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
7278847000181,DANSOFT ASSESSORIA E SERVICOS DE INFORMATICA EIRELI,DANSOFT ASSESSORIA E SERVICOS DE INFORMATICA LTDA,MICRO - ATÉ R$360 MIL/ANO,1,02/2005,80730390,PR,CURITIBA,BIGORRILHO,RUA FRANCISCO ROCHA,1140,AP 904,"-25,436054","-49,29265","Ver Mapa<url>https://www.google.com/maps?q=-25.436054,-49.29265",sfolador@sfolador.com.br,0,-,-,-,230-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
10436094000108,EQUILIBRIUM ADVANCED WEB CONCEPT LTDA,ADVANCED WEB CONCEPT,MICRO - ATÉ R$360 MIL/ANO,0,10/2008,80240000,PR,CURITIBA,BATEL,AVENIDA SETE DE SETEMBRO,5402,SL 42 AND 4,-,-,-,shiratori.design@gmail.com,41988117200,41996751046,4130766520,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
6198166000140,TANKA CONSULTORIA EM INFORMATICA LTDA,-,MICRO - ATÉ R$360 MIL/ANO,0,04/2004,81720230,PR,CURITIBA,ALTO BOQUEIRÃO,RUA JORGE BREY,643,CS A01,"-25,5194874","-49,253377","Ver Mapa<url>https://www.google.com/maps?q=-25.5194874,-49.253377",shopcuritiba@shopcuritiba.com.br,41996719016,41996719018,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
3401410000132,DRB CONSULTORIA E ASSESSORIA EM INFORMATICA LTDA,-,MICRO - ATÉ R$360 MIL/ANO,7,08/1999,83380000,PR,ANTONINA,SEM BAIRRO,CORONEL LIBERO,134,-,-,-,-,sibeleobat@hotmail.com,4132644961,-,4132644961,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
4501392000123,SYSBRASIL - SERVICOS DE INFORMATICA LTDA,SYSBRASIL,MICRO - ATÉ R$360 MIL/ANO,0,06/2001,81900440,PR,CURITIBA,SÍTIO CERCADO,RUA CELESTE TORTATO GABARDO,2118,-,-,-,-,sidionir_pereira@hotmail.com,41992085434,41992085434,4133492297,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
32901739000160,TOPSOLUTION SOLUCOES EM TECNOLOGIA EIRELI,TOPSOLUTION SOLUCOES EM TECNOLOGIA,MICRO - ATÉ R$360 MIL/ANO,0,02/2019,83310504,PR,PIRAQUARA,GUARITUBA,RUA JAIME BEZERRA DOS SANTOS,43,-,"-25,447748","-49,1412199","Ver Mapa<url>https://www.google.com/maps?q=-25.447748,-49.1412199",sidnei.carmo@itceg.com.br,41998008077,-,41998008077,-,230-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
